placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
PUY3Y76,Suzuki,Intruder 250,moto,2020,cinza,aluguel,flex,Chapecó,0,1
VAI4K42,Ford,Fusion,passeio,2006,preto,particular,flex,Joinville,0,3
YMA7U27,Yamaha,Fazer 250,moto,2019,preto,particular,gasolina,Joinville,0,3
TKD7K17,Chevrolet,Prisma,passeio,2006,preto,particular,flex,Florianópolis,0,2
VPW5K00,Renault,Sandero,passeio,2022,preto,particular,gasolina,Xanxerê,0,0
SRI9G29,Honda,Biz,moto,2019,preto,particular,gasolina,Tubarão,0,2
HUE2Y71,Honda,Fit,passeio,2025,prata,particular,gasolina,Itajaí,0,0
KOX3J32,Jeep,Commander,SUV,2022,branco,particular,flex,São José,0,1
KIR2I42,Ford,Ranger,caminhão,2011,laranja,aluguel,diesel,Itajaí,0,1
EOX1Z39,Volkswagen,T-Cross,SUV,2025,preto,particular,flex,Araranguá,0,3
KGB6V27,Ford,EcoSport,SUV,2023,prata,aluguel,flex,Laguna,0,0
DZU1F31,Honda,Biz,moto,2010,branco,particular,flex,Canoinhas,0,1
WST9S18,Honda,HR-V,SUV,2020,marrom,particular,gasolina,Chapecó,0,0
NEK4Z51,Chevrolet,Onix,passeio,2012,branco,particular,flex,Itajaí,0,1
REF7X36,Fiat,Toro,utilitário,2016,vermelho,particular,gasolina,Blumenau,0,0
USE9Z31,Toyota,Yaris,passeio,2012,branco,aluguel,flex,Blumenau,0,1
YVN8W24,Honda,CG 160,moto,2024,preto,particular,gasolina,Balneário Camboriú,0,3
EMO6N77,Peugeot,208,passeio,2025,cinza,particular,flex,Florianópolis,0,2
BQF3R01,Volkswagen,Polo,passeio,2021,cinza,particular,gasolina,Joinville,0,1
VAM9U16,Fiat,Uno,passeio,2021,preto,particular,gasolina,Caçador,0,0
YKF4R28,Jeep,Commander,SUV,2018,amarelo,particular,flex,Florianópolis,0,3
GRM1S50,Peugeot,2008,SUV,2019,preto,particular,elétrico,Joinville,0,1
RZV6Z73,Suzuki,Yes 125,moto,2016,branco,particular,gasolina,Criciúma,0,0
IMT6D90,Fiat,Strada,utilitário,2024,laranja,particular,gasolina,Chapecó,0,1
JLN2U25,Jeep,Renegade,SUV,2022,preto,particular,flex,Jaraguá do Sul,0,1
CIA2X49,Renault,Sandero,passeio,2019,branco,particular,diesel,Laguna,0,0
SCZ9C45,Hyundai,HB20,passeio,2006,prata,particular,flex,Palhoça,0,2
DSY9T58,Peugeot,208,passeio,2014,branco,particular,diesel,Florianópolis,0,2
NYU7K73,Renault,Sandero,passeio,2008,preto,particular,diesel,Xanxerê,0,2
UDG6D44,Peugeot,Partner,utilitário,2014,preto,particular,flex,Blumenau,0,2
NPF7Z14,Ford,EcoSport,SUV,2023,prata,particular,flex,Florianópolis,0,2
SGP8V92,Ford,Fusion,passeio,2014,prata,particular,flex,Concórdia,0,1
KOU1M92,Peugeot,208,passeio,2021,cinza,particular,gasolina,Florianópolis,0,3
BQO7J75,Peugeot,2008,SUV,2024,preto,oficial,gasolina,Itajaí,0,1
AWM6J62,Volkswagen,T-Cross,SUV,2015,amarelo,particular,flex,Itajaí,0,2
SVP9Z84,Jeep,Renegade,SUV,2019,prata,particular,flex,Joinville,0,1
KYS5I51,Suzuki,Intruder 250,moto,2022,prata,particular,gasolina,Rio do Sul,0,2
FSP2K67,Peugeot,Partner,utilitário,2020,cinza,particular,flex,Rio do Sul,0,3
UTB6G03,Renault,Duster,SUV,2023,prata,particular,diesel,Florianópolis,0,3
RFY6A51,Suzuki,Yes 125,moto,2019,preto,particular,gasolina,Balneário Camboriú,0,2
PBS0I78,Chevrolet,Spin,SUV,2020,amarelo,particular,flex,Florianópolis,0,3
ZEC5T85,Renault,Logan,passeio,2025,branco,particular,gasolina,Rio do Sul,0,1
VLG5W14,Peugeot,2008,SUV,2024,branco,particular,flex,Joinville,0,2
LPZ5L34,Honda,City,passeio,2021,marrom,particular,flex,Joinville,0,1
YDD0T29,Suzuki,Intruder 250,moto,2016,preto,particular,gasolina,Joinville,0,1
NYL8F48,Peugeot,208,passeio,2009,branco,particular,flex,Itajaí,0,1
HVR6R89,Peugeot,Partner,utilitário,2024,preto,particular,flex,São José,0,1
IWR7D56,Honda,Fit,passeio,2022,cinza,particular,flex,Florianópolis,0,2
FPO2L13,Hyundai,Creta,SUV,2025,cinza,particular,álcool,Jaraguá do Sul,0,1
QSW7K73,Volkswagen,T-Cross,SUV,2020,cinza,particular,flex,Chapecó,0,1
WXK3A78,Suzuki,Intruder 250,moto,2010,prata,particular,gasolina,Blumenau,0,3
XXW2W10,Toyota,Corolla,passeio,2022,prata,particular,flex,Blumenau,0,3
SAU1K43,Peugeot,208,passeio,2010,branco,particular,flex,Brusque,0,0
OQO4U75,Honda,Fit,passeio,2011,preto,aluguel,gasolina,Chapecó,0,1
JPB4C55,Peugeot,2008,SUV,2020,prata,particular,gasolina,São José,0,2
BYV2X25,Volkswagen,Voyage,passeio,2023,laranja,particular,flex,Balneário Camboriú,0,0
ZJT6V50,Renault,Sandero,passeio,2008,laranja,particular,flex,Xanxerê,0,2
YQE5F12,Volkswagen,Voyage,passeio,2023,preto,particular,gasolina,Joinville,0,1
IEP5C92,Renault,Duster,SUV,2020,marrom,particular,flex,Blumenau,0,3
MZK9W00,Suzuki,Yes 125,moto,2020,prata,particular,gasolina,Blumenau,0,0
QOQ1D15,Jeep,Renegade,SUV,2019,preto,aluguel,flex,Xanxerê,0,1
DSW2M72,Toyota,Corolla,passeio,2018,branco,particular,gasolina,Criciúma,0,0
IDZ9G78,Fiat,Uno,passeio,2015,amarelo,particular,flex,Brusque,0,0
DXQ9Q46,Hyundai,Azera,passeio,2024,prata,particular,flex,Chapecó,0,0
ZEY3J82,Volkswagen,T-Cross,SUV,2022,prata,particular,elétrico,Joinville,0,3
GPC6Q31,Renault,Duster,SUV,2023,branco,particular,gasolina,Tubarão,0,0
YIH5L22,Fiat,Mobi,passeio,2022,preto,particular,flex,Itajaí,0,3
QCE7C45,Chevrolet,Tracker,SUV,2009,cinza,particular,flex,Criciúma,0,1
ZJK7O84,Chevrolet,Spin,SUV,2023,cinza,particular,gasolina,Blumenau,0,3
QTL5P05,Suzuki,Yes 125,moto,2022,branco,particular,gasolina,Blumenau,0,2
UNP5Z75,Renault,Logan,passeio,2020,cinza,particular,gasolina,Florianópolis,0,2
PBO6E90,Jeep,Commander,SUV,2009,preto,particular,flex,Joinville,0,1
FCV4X55,Yamaha,Fazer 250,moto,2024,branco,particular,flex,Rio do Sul,1,19
TMJ6P61,Peugeot,Partner,utilitário,2023,marrom,particular,gasolina,Palhoça,0,1
TDQ7J35,Honda,Fit,passeio,2020,branco,particular,flex,Joinville,0,3
AXH7L01,Ford,Ranger,caminhão,2020,prata,particular,diesel,Itajaí,0,1
RMI9V22,Honda,CG 160,moto,2016,cinza,particular,flex,Brusque,0,1
SQX7A50,Suzuki,Yes 125,moto,2018,preto,particular,flex,Tubarão,0,1
LAG0V94,Volkswagen,Polo,passeio,2019,cinza,particular,flex,Florianópolis,0,3
AKU4F79,Honda,Fit,passeio,2006,verde,particular,flex,Jaraguá do Sul,0,0
HGA3A59,Toyota,SW4,SUV,2006,vermelho,particular,gasolina,Itajaí,0,3
LYW5J99,Peugeot,308,passeio,2025,prata,particular,gasolina,Joinville,0,3
QGL0A36,Yamaha,Factor 125,moto,2023,preto,aluguel,flex,Blumenau,0,2
NJI9V83,Renault,Logan,passeio,2022,azul,particular,flex,Criciúma,0,2
YQV2F08,Yamaha,Fazer 250,moto,2018,preto,particular,gasolina,Balneário Camboriú,0,1
LNF5K72,Volkswagen,T-Cross,SUV,2018,laranja,particular,flex,São José,0,0
PLB2F50,Jeep,Renegade,SUV,2021,branco,aluguel,flex,Blumenau,0,1
FXR2K68,Toyota,Yaris,passeio,2019,prata,particular,elétrico,Xanxerê,0,2
SAK7P18,Honda,Biz,moto,2024,cinza,particular,flex,Balneário Camboriú,0,2
RXI8X08,Hyundai,Azera,passeio,2025,preto,particular,flex,Lages,0,0
BER8B33,Ford,EcoSport,SUV,2020,preto,particular,flex,Chapecó,0,0
DBV0V18,Chevrolet,Onix,passeio,2016,branco,particular,flex,Itajaí,0,0
FNR6I89,Honda,Civic,passeio,2016,preto,particular,gasolina,Joinville,0,3
WBV3P46,Renault,Duster,SUV,2017,preto,particular,diesel,Itajaí,0,3
UHE4W59,Ford,Fusion,passeio,2024,amarelo,particular,flex,São José,0,2
MAQ0G65,Yamaha,XTZ 150,moto,2025,verde,particular,flex,Criciúma,0,3
BGY2J19,Jeep,Compass,SUV,2005,preto,particular,flex,Joinville,0,3
KYX0Q31,Jeep,Renegade,SUV,2022,vermelho,particular,álcool,Palhoça,0,0
BPC5O83,Honda,HR-V,SUV,2019,amarelo,particular,flex,Joinville,0,3
HEQ4I30,Honda,Fit,passeio,2023,prata,aluguel,diesel,Caçador,0,0
NCC2Y40,Jeep,Compass,SUV,2019,azul,particular,flex,Joinville,0,3
XRN6T17,Suzuki,Intruder 250,moto,2006,branco,particular,gasolina,Florianópolis,0,0
NZC8K00,Ford,Fusion,passeio,2023,amarelo,aluguel,flex,Florianópolis,0,0
MXC4L83,Peugeot,2008,SUV,2023,prata,particular,flex,Brusque,0,3
UAR4Y60,Jeep,Commander,SUV,2025,preto,particular,diesel,Florianópolis,0,0
GZQ3T01,Renault,Logan,passeio,2025,preto,particular,flex,Joinville,0,1
YZT1P96,Volkswagen,Virtus,passeio,2020,cinza,particular,flex,Florianópolis,0,0
EIE0A19,Ford,Ranger,caminhão,2021,vermelho,particular,flex,Joinville,0,3
BOY4W35,Peugeot,2008,SUV,2009,branco,particular,flex,Blumenau,0,0
ETC3N60,Toyota,Corolla,passeio,2021,branco,particular,flex,São José,0,3
TRT8D23,Jeep,Compass,SUV,2019,prata,particular,diesel,Florianópolis,0,0
XQH1H28,Honda,Civic,passeio,2010,marrom,particular,flex,Lages,0,2
AUC9V86,Toyota,Etios,passeio,2024,prata,particular,diesel,Joinville,0,0
FPY2D81,Volkswagen,T-Cross,SUV,2023,branco,particular,flex,Criciúma,0,1
NHT7A46,Renault,Logan,passeio,2018,branco,particular,flex,Caçador,0,3
ROH4O46,Chevrolet,Prisma,passeio,2005,prata,particular,gasolina,Joinville,0,3
CGH7D47,Ford,Fiesta,passeio,2021,prata,particular,gasolina,Criciúma,0,2
LUT1L03,Honda,Biz,moto,2019,preto,particular,flex,Criciúma,0,0
KAL1A11,Suzuki,Intruder 250,moto,2021,branco,particular,gasolina,Criciúma,0,1
LGU6G16,Chevrolet,S10,caminhão,2024,prata,aluguel,flex,Lages,0,3
UMH9S63,Fiat,Uno,passeio,2024,preto,particular,gasolina,Lages,0,2
VUF0O10,Jeep,Commander,SUV,2015,cinza,particular,flex,Brusque,0,2
FBB0E20,Volkswagen,Polo,passeio,2025,prata,particular,flex,Brusque,0,2
ISL3A83,Chevrolet,Spin,SUV,2022,prata,particular,flex,Joinville,0,0
WPE8Z49,Toyota,Hilux,utilitário,2022,cinza,aluguel,flex,Balneário Camboriú,0,1
MLJ7J30,Hyundai,Tucson,SUV,2025,vermelho,particular,flex,Joinville,0,3
BOE4W34,Ford,Ranger,caminhão,2006,cinza,particular,flex,Xanxerê,0,1
KAH0L74,Chevrolet,Onix,passeio,2015,preto,particular,diesel,Brusque,0,2
ERC7E17,Toyota,Etios,passeio,2024,preto,particular,gasolina,Caçador,0,0
PHL3V16,Honda,Biz,moto,2010,vermelho,particular,gasolina,Florianópolis,0,0
JDD7S37,Volkswagen,Gol,passeio,2019,preto,particular,diesel,Joinville,0,2
WVR3Y82,Suzuki,Intruder 250,moto,2024,vermelho,particular,gasolina,São José,0,1
QHC5O97,Ford,Fusion,passeio,2024,cinza,particular,flex,Florianópolis,0,3
JQA9E93,Honda,CG 160,moto,2009,branco,particular,gasolina,Blumenau,0,1
RXF0Z69,Yamaha,Fazer 250,moto,2024,branco,particular,flex,Chapecó,0,3
WDJ1Q35,Ford,Ka,passeio,2021,prata,particular,flex,Itajaí,0,1
NKX9S25,Chevrolet,Tracker,SUV,2025,preto,particular,flex,Blumenau,0,1
XKA0O06,Renault,Duster,SUV,2020,prata,particular,flex,Brusque,0,3
DOI1B44,Chevrolet,Tracker,SUV,2025,cinza,particular,gasolina,Florianópolis,0,2
QKR6Y72,Peugeot,2008,SUV,2023,prata,particular,flex,Lages,0,2
QTD8F11,Yamaha,Factor 125,moto,2025,verde,particular,flex,Joinville,0,0
TPX8L21,Toyota,Etios,passeio,2015,prata,particular,flex,Itajaí,0,0
SUQ8Q79,Ford,Ranger,caminhão,2021,prata,particular,diesel,Lages,0,2
ERY7E73,Toyota,Corolla,passeio,2018,preto,particular,flex,Itajaí,0,1
UCC6E01,Jeep,Renegade,SUV,2020,branco,particular,flex,São José,0,2
QLP3O57,Hyundai,Creta,SUV,2017,amarelo,particular,flex,Palhoça,0,3
ZWR5E97,Fiat,Mobi,passeio,2022,prata,particular,flex,Florianópolis,0,1
ZQA6E68,Peugeot,2008,SUV,2024,prata,particular,flex,Florianópolis,0,1
GSR9E05,Volkswagen,Polo,passeio,2022,cinza,particular,gasolina,Canoinhas,0,3
VFY5Z68,Peugeot,308,passeio,2022,prata,particular,flex,Florianópolis,0,0
QVO1A17,Hyundai,Azera,passeio,2022,branco,particular,flex,Joinville,0,3
TRT0D91,Toyota,Hilux,utilitário,2024,preto,aluguel,diesel,Criciúma,0,0
AYE3J45,Honda,Civic,passeio,2006,amarelo,particular,flex,Itajaí,0,3
KHY4E02,Ford,Ka,passeio,2023,cinza,aluguel,flex,Jaraguá do Sul,0,0
CMJ2V26,Volkswagen,Virtus,passeio,2025,cinza,particular,flex,Rio do Sul,0,0
KKK6Z58,Volkswagen,T-Cross,SUV,2006,prata,particular,flex,Palhoça,0,3
NRF9H42,Honda,Biz,moto,2019,preto,particular,gasolina,Chapecó,0,0
HPP6I80,Hyundai,Tucson,SUV,2019,preto,aluguel,gasolina,Chapecó,0,2
QNM6P62,Toyota,Etios,passeio,2011,preto,particular,flex,Laguna,0,1
PHK0Q64,Yamaha,Factor 125,moto,2018,amarelo,particular,gasolina,Itajaí,0,0
FCS8A15,Peugeot,Partner,utilitário,2019,branco,particular,diesel,Blumenau,0,3
SBX6I61,Jeep,Renegade,SUV,2014,prata,aluguel,flex,Joinville,0,1
BZK0O97,Ford,Ranger,caminhão,2025,preto,particular,diesel,Jaraguá do Sul,0,1
VZT1Z51,Suzuki,Yes 125,moto,2012,prata,particular,gasolina,Chapecó,0,1
OZN8G04,Volkswagen,Polo,passeio,2019,prata,aluguel,flex,Palhoça,0,0
GCS7D34,Yamaha,XTZ 150,moto,2016,vermelho,particular,flex,Blumenau,0,0
HTT1J71,Volkswagen,Virtus,passeio,2024,branco,particular,flex,Balneário Camboriú,0,1
JVC5Y52,Ford,Ranger,caminhão,2021,verde,particular,diesel,Florianópolis,0,0
RED9T41,Yamaha,Fazer 250,moto,2020,branco,particular,flex,Palhoça,0,2
SMH4E98,Suzuki,Intruder 250,moto,2019,prata,particular,gasolina,São José,0,0
COP8C98,Hyundai,Creta,SUV,2019,preto,aluguel,diesel,Blumenau,0,1
LBM8R77,Hyundai,Creta,SUV,2021,azul,particular,flex,Chapecó,0,3
XIB9A99,Fiat,Uno,passeio,2022,cinza,particular,flex,Laguna,0,3
AQY9E47,Renault,Duster,SUV,2019,preto,particular,flex,Florianópolis,0,1
KHG5G75,Honda,Civic,passeio,2013,prata,particular,flex,Balneário Camboriú,0,2
DWO1Q69,Suzuki,Intruder 250,moto,2023,amarelo,particular,gasolina,Laguna,0,3
